lead_time,order_volume,weather_index,supplier_reliability,disruption_status
21.3,8874,0.12,0.92,0
7.3,6969,0.85,0.11,1
17.5,5796,0.5,0.21,1
11.0,3138,0.39,0.37,0
22.6,2945,0.61,0.81,0
24.0,7964,0.06,0.27,0
10.2,6709,0.51,0.88,0
11.3,1365,0.87,0.05,1
18.3,2374,0.21,0.94,0
12.1,2570,0.43,0.56,0
13.8,2677,0.94,0.66,1
14.1,3760,0.43,0.37,0
4.4,1168,0.36,0.78,0
13.9,5691,0.44,0.17,1
10.6,6074,0.52,0.05,1
11.5,4929,0.63,0.4,1
21.2,2050,0.8,0.85,0
7.7,8383,0.45,0.75,0
18.1,3193,0.82,0.52,0
12.6,5411,0.53,0.57,0
12.6,1487,0.34,0.13,1
18.0,4374,0.66,0.84,0
15.7,2385,0.72,0.79,0
16.9,3306,0.56,0.66,1
18.8,3024,0.06,0.47,0
12.3,7145,0.17,0.96,0
10.9,8571,0.29,0.88,0
8.6,1718,0.28,0.64,0
9.9,8662,0.67,0.37,1
28.7,5996,0.02,0.62,0
20.2,7943,0.76,0.58,1
7.2,9995,0.27,0.39,0
7.4,7163,0.31,0.31,0
16.4,8595,0.53,0.41,0
16.7,1448,0.22,0.57,0
16.7,5656,0.88,0.43,1
12.7,5389,0.09,0.26,0
13.4,2522,0.44,0.76,0
15.6,3728,0.85,0.53,1
14.4,2528,0.62,0.07,1
2.9,3133,0.29,0.37,0
12.9,6257,0.42,0.88,0
9.7,8960,0.71,0.76,0
14.9,8791,0.97,0.32,1
28.9,7913,0.89,0.94,0
15.8,1514,0.34,0.08,1
12.4,6808,1.0,0.96,1
18.6,8821,0.0,0.25,1
16.4,6735,0.03,0.01,1
16.1,3721,0.82,0.43,1
17.0,5415,0.2,0.36,0
24.3,854,0.06,0.54,0
8.3,2447,0.24,0.8,0
16.4,826,0.43,0.84,0
9.4,5023,0.73,0.4,1
16.8,2749,0.62,0.43,1
9.4,2915,0.24,0.15,1
11.9,9166,0.5,0.05,1
12.5,3379,0.93,0.64,1
18.9,3084,0.82,0.06,1
18.6,3907,0.32,0.73,0
7.8,7976,0.98,0.54,1
14.3,6199,0.71,0.2,1
10.5,707,0.06,0.54,0
7.7,6269,0.04,0.18,1
12.9,7890,0.17,0.44,0
12.5,5673,0.73,0.8,0
26.1,734,0.18,0.46,0
16.2,1174,0.51,0.15,1
7.1,2014,0.09,0.72,0
11.2,688,0.92,0.19,1
19.1,3331,0.34,0.74,0
24.4,6451,0.91,0.48,1
6.1,3938,0.94,0.45,1
4.6,2073,0.01,0.85,0
23.4,5144,0.46,0.71,0
15.9,6203,0.02,0.03,1
9.7,6783,0.91,0.3,1
16.7,5937,0.52,0.87,0
0.8,9543,0.07,0.02,1
14.0,6883,0.11,0.55,0
15.6,5694,0.38,0.73,0
18.6,3922,0.94,0.62,1
8.9,3489,0.69,0.76,0
14.4,6014,0.87,0.73,0
9.4,1880,0.37,0.69,0
15.3,3788,0.04,0.82,0
9.5,7311,0.97,0.65,1
12.0,5137,0.02,0.4,0
9.0,6419,0.95,0.47,1
17.3,9969,0.37,0.72,0
18.3,8740,0.01,0.88,0
12.8,181,0.69,0.27,1
14.2,6378,0.98,0.34,1
6.8,7099,0.97,0.93,0
12.5,1506,0.16,0.58,0
13.7,7510,0.18,0.18,1
27.1,1580,0.57,0.66,0
8.4,9371,0.64,0.99,0
21.3,3698,0.74,0.82,0
19.0,8093,0.18,0.75,0
15.4,4283,0.96,0.21,1
22.8,3780,0.64,0.88,0
15.9,7744,0.85,0.53,1
15.9,4410,0.54,0.89,0
13.7,1858,0.41,0.33,1
20.1,2699,0.98,0.06,1
19.5,5716,0.58,0.48,0
10.9,5913,0.87,0.27,1
7.4,3953,0.95,0.72,0
13.0,2392,0.68,0.96,0
10.0,1601,0.55,0.69,0
13.7,8522,0.0,0.89,0
20.2,7650,0.04,0.45,1
11.7,4350,0.2,0.77,0
13.8,9490,0.19,0.84,0
14.3,7091,0.25,0.71,0
18.2,214,0.3,0.51,0
2.8,9705,0.36,0.63,0
11.0,4506,0.42,0.7,0
15.1,9284,0.1,0.25,1
20.0,2447,0.04,0.81,0
11.5,1141,0.67,0.95,0
4.6,7027,0.54,0.47,1
17.1,111,0.44,0.7,0
10.8,8080,0.63,0.74,1
8.1,7971,0.83,0.66,0
10.9,6475,0.43,0.55,0
13.1,7198,0.64,0.88,0
11.0,3776,0.95,0.45,1
3.0,6209,0.84,0.06,1
18.5,5497,0.43,0.84,0
20.4,3165,0.64,0.67,1
17.3,2136,0.18,0.85,0
8.3,3146,0.56,0.14,1
13.0,640,0.98,0.03,1
14.0,176,0.52,0.93,0
17.0,3167,0.93,0.15,1
17.3,123,0.41,0.81,0
10.3,5234,1.0,0.82,0
14.4,775,0.58,0.71,0
16.3,6768,0.04,0.13,0
21.3,4367,0.59,0.67,0
17.5,6088,0.27,0.89,0
17.9,7752,0.03,0.43,0
14.4,8780,0.82,0.41,1
21.1,1585,0.28,0.44,0
16.0,3759,0.8,0.08,1
9.7,2519,0.29,0.89,0
21.0,7840,0.19,0.87,0
17.5,7243,0.97,1.0,0
11.8,3595,0.36,0.59,1
11.6,856,0.6,0.75,0
15.5,8548,0.61,0.2,1
16.3,1879,0.56,0.67,0
15.0,6587,0.91,0.65,1
15.6,9764,0.67,0.9,0
22.5,358,0.4,0.83,0
19.4,4175,0.86,0.94,0
15.0,8598,0.18,0.87,0
18.7,8114,0.54,0.87,0
8.8,1218,0.95,0.06,1
16.0,7731,0.63,0.85,0
23.0,3117,0.82,0.61,1
12.9,4441,0.65,0.38,1
9.8,1758,0.84,0.06,1
10.7,8478,0.94,0.68,1
8.6,1897,0.27,0.33,1
10.1,9216,0.17,0.47,0
12.1,884,0.48,0.68,0
7.0,5791,0.7,0.91,0
14.1,3296,0.23,0.83,0
18.5,9652,0.0,0.45,0
9.5,8632,0.34,0.39,0
21.6,662,0.97,0.24,1
16.6,4846,0.69,0.37,1
19.2,3099,0.4,0.11,1
10.7,1293,0.19,0.97,0
18.3,168,0.36,0.57,0
8.5,5779,0.17,0.13,1
18.5,2528,0.11,0.35,0
14.9,6300,0.91,0.55,1
16.8,5496,1.0,0.53,1
8.1,7093,0.16,0.04,1
9.5,3698,0.05,0.95,0
17.0,9135,0.33,0.28,1
9.3,673,0.46,0.02,1
16.3,4314,0.2,0.08,1
7.2,7736,0.3,0.58,0
18.2,1578,0.2,0.14,1
7.8,9805,0.77,0.04,1
16.8,6227,0.71,0.38,1
17.1,9260,0.63,0.62,1
10.5,6776,0.39,0.11,1
16.9,2296,0.91,0.31,1
15.3,9803,0.97,0.42,1
11.3,8266,0.17,0.16,0
9.0,8946,0.22,0.51,0
4.2,6150,0.53,0.09,1
15.7,4750,0.09,0.05,1
6.2,8584,0.44,0.52,1
14.5,4626,0.58,0.25,1
12.7,4512,0.52,0.1,1
17.4,5543,0.33,0.42,0
12.5,9880,0.54,0.92,0
12.4,8887,0.96,0.72,0
17.7,2693,0.21,0.82,0
15.7,9207,0.65,0.87,0
15.6,6952,0.04,0.97,0
16.3,6729,0.07,0.76,0
6.3,3969,0.55,0.61,1
17.8,8071,0.1,0.37,0
17.1,9267,0.02,0.18,0
8.9,9367,0.17,0.69,0
12.8,7922,0.56,0.99,0
13.8,3089,0.7,0.47,1
13.3,7162,0.2,0.72,0
15.7,5440,0.67,0.5,1
21.2,9743,0.18,0.43,0
19.4,3923,0.61,0.41,1
7.4,4032,0.41,0.5,0
17.1,8654,0.65,0.37,1
20.6,2529,1.0,0.75,1
15.9,7544,0.94,0.87,1
19.5,7247,0.0,0.88,0
24.1,7731,0.89,0.23,1
19.1,3698,0.07,0.9,0
15.2,4429,0.95,0.34,1
19.2,6818,0.28,0.31,0
14.7,8318,0.38,0.73,1
14.1,192,0.09,0.3,1
12.2,8600,0.11,0.05,1
21.8,151,0.73,0.37,1
9.9,418,0.94,0.72,1
21.7,5788,0.61,0.33,1
16.5,7118,0.72,0.63,0
7.0,7310,0.76,0.66,1
15.8,4056,0.26,0.73,0
3.5,6157,0.05,0.9,0
17.1,6975,0.0,0.43,0
18.4,4531,0.35,0.17,1
11.0,1625,0.24,0.32,1
14.6,7143,0.06,0.43,0
23.8,1378,0.18,0.71,0
11.5,8805,0.12,0.01,1
8.7,6225,0.91,0.32,1
21.4,7974,0.14,0.78,0
23.8,7000,0.54,0.67,0
14.0,2600,0.59,0.73,0
19.1,3564,0.54,0.81,0
20.7,2359,0.1,0.78,0
10.3,7596,0.32,0.68,0
11.6,2759,0.05,0.44,0
20.2,355,0.4,0.98,0
22.4,1602,0.19,0.57,0
16.8,4756,0.56,0.2,1
9.6,5530,0.69,0.29,1
23.9,8698,0.53,0.69,1
11.3,3276,0.43,0.92,1
12.3,1960,0.39,0.18,1
15.7,6258,0.84,0.08,1
21.8,5906,0.22,0.88,0
18.3,4454,0.73,0.92,1
16.1,822,0.76,0.28,1
16.3,7679,0.42,0.38,1
14.2,9574,0.3,0.66,0
16.8,713,0.47,0.33,1
1.4,3431,0.09,0.88,0
12.5,5890,0.05,0.11,1
15.2,3216,0.11,0.04,1
8.2,9104,0.19,0.21,1
15.9,430,0.5,0.29,1
13.0,2312,0.85,0.11,1
22.8,9508,0.24,0.07,1
21.9,5593,0.94,0.76,0
11.7,7332,0.95,0.16,1
13.2,5714,0.96,0.91,0
13.6,6013,0.84,0.37,1
11.7,6013,0.36,0.67,0
15.0,5711,0.07,0.23,0
10.2,9532,0.57,0.24,1
8.3,419,0.56,0.57,1
17.1,8185,0.85,0.56,1
17.1,4300,1.0,0.77,0
10.0,4891,0.51,0.76,0
18.5,429,0.35,0.67,0
10.8,8951,0.19,0.45,0
15.3,6842,0.0,0.89,0
18.1,5016,0.51,0.62,0
13.8,1893,0.56,0.99,0
16.3,6557,0.82,0.82,0
11.4,8225,0.5,0.04,1
13.0,5803,0.92,0.32,1
13.0,6270,0.63,0.57,1
10.3,6744,0.84,0.72,0
13.1,7520,0.15,0.55,0
6.3,4255,0.86,0.79,1
11.5,8511,0.68,0.28,1
12.6,2711,0.17,0.18,1
12.7,5791,0.19,0.05,1
12.8,2693,0.93,0.57,1
13.7,195,0.03,0.69,0
16.4,9280,0.46,0.33,1
18.4,9404,0.31,0.61,0
10.8,6141,0.67,0.05,1
8.0,5163,0.84,0.1,1
8.8,8537,0.36,0.7,0
11.6,3449,0.43,0.37,1
12.2,7744,0.98,0.67,1
10.2,6660,0.78,0.83,0
7.5,5347,0.9,0.85,0
11.7,5456,0.44,0.17,1
14.9,4177,0.23,0.49,0
17.0,4998,0.41,0.73,0
11.2,1517,0.72,0.77,0
11.9,8946,0.11,0.78,0
9.4,210,0.27,0.23,1
13.8,8381,0.05,0.19,1
9.8,9054,0.43,0.59,0
16.9,7491,0.83,0.74,0
5.1,5232,0.02,0.32,0
12.2,2604,0.68,0.1,1
15.5,9756,0.93,0.72,1
14.9,8389,0.24,0.3,1
27.5,5339,0.69,0.17,1
15.7,392,0.98,0.15,1
9.0,1834,0.96,0.31,1
13.5,5220,0.23,0.59,0
5.1,6493,0.1,0.36,0
13.6,2296,0.15,0.02,1
9.8,3566,0.7,0.1,1
18.6,2006,0.73,0.29,1
11.3,1821,0.67,0.66,0
13.4,1916,0.34,0.1,1
10.8,8544,0.17,0.56,0
22.7,4327,0.58,0.12,1
12.4,5875,0.48,0.21,1
23.2,3949,0.73,0.17,1
18.1,5328,0.44,0.07,1
16.4,6949,0.34,0.67,0
15.8,1158,0.29,0.46,0
16.0,2422,0.21,0.83,0
4.4,8478,0.27,0.1,1
12.6,1048,0.09,0.14,1
18.2,8279,0.35,0.31,1
13.8,4459,0.04,0.77,0
7.0,5760,0.19,0.31,1
13.7,7354,0.75,0.41,1
22.5,8501,0.33,0.3,1
20.2,2193,0.67,0.08,1
13.7,1663,0.72,0.94,0
18.8,8317,0.58,0.55,1
12.2,274,0.96,0.79,1
5.5,1434,0.02,0.66,0
9.4,421,0.74,0.51,1
21.8,5798,0.96,0.09,1
12.6,5704,0.86,0.64,1
12.8,6842,0.17,0.16,1
12.5,7536,0.33,0.41,0
23.5,8624,0.17,0.63,0
22.1,5774,0.6,0.78,0
25.1,5102,0.71,0.69,0
13.2,1010,0.32,0.67,0
15.5,1049,0.54,0.15,1
6.4,5525,0.69,0.35,1
21.4,2614,0.42,0.04,1
8.2,7801,0.85,0.72,0
15.1,200,0.77,0.95,0
8.5,4746,0.06,0.26,0
11.1,7045,0.62,0.09,1
9.8,2500,0.24,0.48,0
11.0,5901,0.56,0.86,0
11.3,2443,0.96,0.55,1
11.3,452,0.88,0.05,1
18.2,3055,0.4,0.97,0
8.5,1118,0.29,0.83,0
15.1,1279,0.23,0.13,1
20.1,5293,0.53,0.92,0
11.4,3636,0.11,0.45,1
10.4,2602,0.55,0.37,1
12.8,3919,0.0,0.46,0
19.9,6955,0.32,0.83,0
15.0,1079,0.22,0.66,0
11.3,1076,0.97,0.06,1
16.4,9663,0.73,0.96,0
8.5,2380,0.35,0.15,1
17.4,5997,0.09,0.75,0
16.0,207,0.52,0.64,0
12.5,9264,0.21,0.19,1
9.8,1726,0.54,0.17,1
9.6,8995,0.84,0.87,0
16.7,6329,0.62,0.42,1
20.1,6977,0.63,0.65,0
10.8,974,0.54,0.5,1
16.3,5643,0.93,0.73,1
3.6,3909,0.93,0.48,1
11.1,2207,0.51,0.29,0
13.8,9565,0.31,0.36,1
9.5,659,0.46,0.86,0
9.3,8408,0.19,0.47,0
10.7,5069,0.64,0.21,1
15.5,3146,0.5,0.93,0
13.1,143,0.1,0.8,0
2.8,608,0.2,0.06,1
3.4,6207,0.48,1.0,0
11.0,3539,0.89,0.69,1
16.3,4028,0.57,0.16,1
0.3,5511,0.68,0.24,1
11.5,1016,0.34,0.69,0
11.4,898,0.57,0.78,0
20.9,5071,0.45,0.24,1
12.1,1860,0.66,0.26,1
15.9,3375,0.05,0.31,1
14.7,918,0.49,0.6,0
3.3,5140,0.3,0.17,1
17.8,3165,0.33,0.1,1
15.1,3359,0.96,0.68,1
16.5,1006,0.18,0.78,0
33.6,702,0.31,0.5,0
3.6,4395,0.51,0.36,1
22.6,3627,0.86,0.43,1
12.6,4643,0.42,0.39,0
15.4,1911,0.74,0.96,0
13.8,9132,0.86,0.77,1
11.9,8063,0.31,0.21,0
11.2,5349,0.39,0.38,0
15.6,4715,0.36,0.54,1
6.4,9328,0.83,0.61,0
17.8,9016,0.04,0.47,0
11.9,6866,0.31,0.81,0
8.3,9279,0.68,0.77,0
11.7,902,0.57,0.51,0
20.3,2682,0.44,0.85,0
11.3,6545,0.54,0.75,0
15.8,3937,0.2,0.78,0
10.3,8818,0.43,0.96,0
17.8,1765,0.5,0.27,1
17.4,9430,0.9,0.27,1
23.2,8751,0.26,0.89,0
13.1,7075,0.87,0.77,0
17.3,2652,0.64,0.93,0
14.5,7575,0.02,0.06,1
20.5,2908,0.72,0.63,1
10.4,5733,0.04,0.14,1
17.7,6196,1.0,0.5,1
13.0,8923,0.87,0.16,1
13.7,2556,0.3,0.13,1
14.5,9273,0.26,0.01,1
15.3,5523,0.38,0.63,0
13.4,4417,0.36,0.36,0
15.1,1656,0.37,0.11,1
21.9,2305,0.32,0.32,1
18.9,4055,0.62,0.17,1
18.3,9213,0.16,0.94,0
11.7,6905,0.85,0.32,1
9.6,504,0.81,0.33,1
18.8,1720,0.48,0.84,0
18.4,3052,0.85,0.65,0
21.4,8180,0.25,0.71,0
11.0,3218,0.02,0.64,0
12.9,7480,0.62,0.95,0
5.8,6730,0.46,0.21,1
12.0,9886,0.57,0.99,0
19.0,665,0.9,0.83,0
11.7,4899,0.97,0.59,1
17.2,7770,0.63,0.66,1
13.0,2968,0.76,0.65,0
15.6,9149,0.08,0.06,1
8.3,9576,0.16,0.22,0
14.4,8876,0.73,0.96,0
-1.0,4427,0.43,0.53,0
13.1,6513,0.45,0.38,1
5.8,7714,0.31,0.76,0
20.0,1345,0.61,0.52,0
17.9,8343,0.19,0.01,1
16.3,637,0.63,0.74,0
21.6,640,0.17,0.73,0
9.3,914,0.06,0.17,0
22.7,1515,0.33,0.96,0
18.7,1752,0.23,0.22,1
12.8,4162,0.89,0.46,1
19.7,2456,0.05,0.11,0
8.5,3910,0.18,0.6,0
9.9,9155,0.55,0.38,1
11.0,285,0.48,0.35,1
11.4,1651,0.05,0.83,0
8.7,7113,0.01,0.01,0
20.1,861,0.99,0.8,0
12.7,9571,0.66,0.57,0
15.8,6263,0.37,0.99,0
11.1,7735,0.47,0.59,0
4.9,3381,0.27,0.06,1
15.4,1636,0.34,0.05,1
4.4,6301,0.65,0.88,0
13.7,3264,0.88,0.84,0
7.2,2870,0.18,0.35,0
23.9,7499,0.84,0.62,0
18.6,3945,0.12,0.49,0
14.5,3535,0.21,0.97,0
20.3,4810,0.04,0.95,0
9.8,661,0.14,0.98,0
16.7,4817,0.92,0.87,1
15.0,7723,0.46,0.91,0
15.3,7287,0.08,0.22,1
20.4,2280,0.96,0.83,0
17.7,2060,0.88,0.71,1
15.4,3979,0.75,0.96,0
5.7,5253,0.93,0.57,1
9.2,7135,0.22,0.09,1
13.4,3370,0.84,0.6,1
14.5,4787,0.69,0.69,1
8.3,682,0.87,0.22,1
26.1,9905,0.8,0.39,1
21.6,9393,0.35,0.6,0
17.0,388,0.77,0.37,1
14.4,5764,0.26,0.37,1
12.9,8079,0.33,0.13,1
9.2,3959,0.11,0.94,0
14.4,3160,0.94,0.75,1
15.3,1283,0.29,0.0,1
7.8,4435,0.52,0.77,0
15.7,1546,0.39,0.74,0
13.2,6779,0.96,0.01,1
4.5,6313,0.34,0.37,1
9.7,2003,0.78,0.61,1
11.9,7994,0.86,0.45,1
23.4,9369,0.44,0.78,0
16.8,2477,0.38,0.43,1
7.3,947,0.75,0.15,1
16.4,7470,0.91,0.98,0
6.3,6441,0.75,0.24,1
19.4,1339,0.23,0.72,0
11.6,5700,0.89,0.14,1
13.5,9624,0.39,0.33,1
20.6,4891,0.58,0.44,0
7.6,2465,0.83,0.19,1
7.0,5155,0.19,0.45,0
11.1,5722,0.78,0.16,1
19.2,472,0.6,0.56,0
6.4,7883,0.89,0.66,1
-0.2,2049,0.17,0.06,0
11.7,344,0.42,0.87,0
16.8,7895,0.83,0.19,1
20.0,5872,0.02,0.23,0
11.7,224,0.11,0.66,0
11.9,2019,0.99,0.47,1
19.8,9927,0.28,0.5,1
4.7,9717,0.98,0.13,1
12.1,9832,0.18,0.81,0
15.0,630,0.36,0.62,0
16.2,7949,0.75,0.14,1
11.5,7029,0.66,0.37,1
14.2,4449,0.58,0.81,0
1.6,4856,0.53,0.57,0
10.7,1901,0.84,0.11,1
16.3,5256,0.23,0.37,0
9.1,7956,0.44,0.24,1
14.3,5561,0.16,0.52,0
16.2,9328,0.6,0.84,0
12.3,5402,0.25,0.44,0
14.9,7532,0.33,0.43,1
9.2,6289,0.47,0.91,0
13.0,1242,0.03,0.58,0
17.1,7176,0.09,0.57,0
14.8,7714,0.69,0.26,1
11.1,4940,0.43,0.61,0
15.1,1729,0.86,0.58,0
17.6,5162,0.69,0.4,1
3.8,862,0.01,0.99,0
19.8,7005,0.62,0.88,0
12.3,4989,0.09,0.75,0
16.1,4939,0.78,0.54,0
20.0,4057,0.99,0.46,1
7.1,657,0.53,0.18,1
10.5,4721,0.68,0.31,1
12.6,939,0.24,0.77,0
10.1,8294,0.44,0.45,1
22.7,9343,0.86,0.88,0
9.7,9696,0.17,0.15,1
11.2,8448,0.27,0.51,0
15.0,7098,0.45,0.65,0
8.0,610,0.71,0.52,0
12.0,1237,0.38,0.89,0
15.6,5706,0.93,0.99,0
12.3,4766,0.09,0.12,1
13.5,9006,0.37,0.13,1
11.4,5534,0.71,0.13,1
6.4,6546,0.23,0.68,0
15.6,2754,0.66,0.37,0
22.8,1090,0.16,0.73,0
14.1,7920,0.06,0.41,1
15.1,2260,0.12,0.63,0
17.5,5840,0.93,0.77,1
7.7,4557,0.55,0.55,0
22.5,2163,0.8,0.54,1
15.0,2077,0.33,0.09,1
22.2,8667,0.59,0.41,1
10.3,9033,0.49,0.55,1
23.1,2767,0.95,0.46,1
17.9,9532,0.75,0.9,0
16.8,5019,0.73,0.91,0
15.2,8709,0.05,0.82,0
12.8,7742,0.55,0.38,1
20.0,8898,0.47,0.72,0
14.7,8859,0.93,0.4,1
4.2,643,0.26,0.23,1
8.4,983,0.27,0.34,1
13.1,4898,0.41,0.07,1
15.5,8140,0.24,0.33,1
13.7,9515,0.13,0.46,0
20.1,5818,0.86,0.96,0
4.2,2168,0.56,0.31,1
14.7,7578,0.86,0.9,0
4.9,8220,0.83,0.23,1
17.8,7920,0.28,0.19,1
13.5,1886,0.55,0.52,0
16.1,5815,0.08,0.67,0
9.7,9749,0.92,0.04,1
20.4,8369,0.4,0.22,1
19.2,1408,0.39,0.46,0
16.9,8939,0.3,0.33,1
13.4,8844,0.46,0.71,0
16.9,8573,0.25,0.51,0
10.5,9573,0.37,0.16,1
18.3,4961,0.8,0.89,0
22.2,2876,0.83,0.29,1
19.4,1696,0.3,0.73,0
10.4,579,0.47,0.78,0
15.8,3412,0.87,0.96,0
7.5,6256,0.05,0.5,0
16.9,8019,0.89,0.62,1
16.3,6844,0.22,0.33,0
4.7,3998,0.68,0.68,0
8.2,2172,0.58,0.46,1
12.6,9587,0.55,0.44,0
12.5,5724,0.86,0.86,1
8.0,1038,0.1,0.05,1
15.9,8276,0.35,0.88,0
15.3,861,0.54,0.85,0
13.0,7354,0.81,0.51,1
10.2,1769,0.22,0.49,0
19.2,7228,0.8,0.36,1
22.3,3962,0.4,0.99,0
11.6,2785,0.19,0.11,1
10.9,6734,0.76,0.59,1
16.5,2031,0.09,0.68,1
12.2,7408,0.51,0.93,0
13.3,4039,0.06,0.78,0
17.7,1226,0.36,0.64,0
4.5,6121,0.6,0.12,1
20.6,6537,0.56,0.37,1
14.4,7139,0.4,0.14,1
11.9,5473,0.43,0.88,0
13.6,1303,0.23,0.75,0
13.8,4235,0.46,0.76,0
5.3,8811,0.95,0.65,0
21.5,8004,0.85,0.51,1
14.2,2383,0.15,0.15,1
16.2,4658,0.03,0.33,0
18.8,5447,0.93,0.14,1
8.9,7967,0.53,0.72,0
16.4,6044,0.54,0.16,1
12.7,8774,0.78,0.7,0
18.2,2577,0.31,0.69,0
3.4,3193,0.48,0.46,0
13.5,8634,0.97,0.14,1
11.0,7307,0.67,0.31,1
16.2,9754,0.15,0.32,0
16.4,9494,0.13,0.7,0
10.5,9913,0.2,0.11,1
10.4,6327,0.77,0.83,0
13.4,3635,0.3,0.76,0
9.5,7104,0.02,0.19,1
18.2,3013,0.94,0.72,1
12.2,9481,0.17,0.67,0
-0.5,2440,0.01,0.75,0
12.1,9895,0.24,0.19,1
8.8,5389,0.24,0.16,0
5.8,697,0.42,0.24,1
7.8,8936,0.92,0.37,1
14.5,7245,0.88,0.79,1
20.6,3002,0.46,0.74,0
15.6,6745,0.41,0.93,0
11.0,9055,0.56,0.06,1
16.3,7794,0.24,0.01,1
11.7,4930,0.05,0.7,0
10.5,7646,0.94,0.28,1
8.2,7468,0.19,0.33,1
5.2,9934,0.2,0.55,0
12.1,2260,0.47,0.1,1
14.8,5978,0.49,0.64,0
13.5,7763,0.02,0.33,0
11.9,3849,0.15,0.63,0
9.3,3022,0.38,0.83,0
17.0,6586,0.68,0.17,1
7.4,8212,0.23,0.93,0
17.9,8871,0.42,0.53,1
9.0,3904,0.56,0.92,0
10.2,4978,0.89,0.21,1
6.7,2468,0.33,0.6,0
11.5,8193,0.13,0.4,0
18.9,4032,0.49,0.77,0
16.6,5708,0.75,0.61,0
18.9,6735,0.11,0.49,0
16.6,6495,0.42,0.91,0
8.5,6201,0.02,0.38,0
12.3,9392,0.03,0.22,0
10.1,9962,0.48,0.61,1
20.7,5631,0.3,0.62,0
8.0,5070,0.85,0.44,1
18.5,6444,0.6,0.49,1
18.5,8508,0.45,0.96,0
23.1,475,0.41,0.73,0
12.0,7987,0.5,0.11,1
17.6,1709,0.04,0.21,1
25.4,3039,0.89,0.98,1
10.9,4162,1.0,0.73,0
6.3,1713,0.18,0.92,0
4.6,6678,0.12,0.3,0
17.6,7951,0.14,0.74,0
4.6,3779,0.66,0.71,0
12.1,7640,0.66,0.29,1
16.2,9588,0.85,0.55,1
14.9,7174,0.75,0.63,0
16.1,4096,0.45,0.48,1
15.1,4886,0.61,0.83,0
20.4,5795,0.69,0.83,0
9.2,9447,0.51,0.85,0
10.6,7098,0.48,0.8,0
10.1,2466,0.65,0.49,1
18.2,6864,0.56,0.38,1
18.5,9076,0.64,0.83,1
16.3,9373,0.61,0.49,0
19.9,1714,0.72,0.25,1
8.1,4655,0.64,0.51,0
22.3,2516,0.52,0.14,1
21.6,7388,0.68,0.69,0
17.7,6962,0.45,0.34,1
22.9,3753,0.24,0.26,0
5.7,6739,0.0,0.96,0
11.4,596,0.56,0.78,0
10.3,604,0.59,0.79,1
17.6,7799,0.97,0.62,1
8.7,5833,0.36,0.84,0
17.8,8155,0.39,0.76,0
20.9,3316,0.2,0.6,0
17.5,5788,0.07,0.96,0
15.4,9700,0.77,0.19,1
9.1,4464,0.25,0.94,0
9.8,6142,0.61,0.4,1
20.2,1577,0.69,0.53,1
17.9,5060,0.47,0.12,1
13.8,2497,0.88,0.54,1
11.9,8401,0.44,0.61,1
3.9,8941,0.28,1.0,0
8.6,6294,0.9,0.98,0
23.6,7670,0.86,0.97,0
7.6,7830,0.16,0.35,0
14.9,1599,0.03,0.99,0
19.0,7335,0.09,0.46,0
7.7,695,0.29,0.85,0
14.9,1078,0.97,0.22,1
18.7,830,0.56,0.51,1
14.1,156,0.37,0.97,0
28.3,2343,0.89,0.95,0
5.7,5979,0.45,0.68,0
19.3,1801,0.32,0.8,0
13.1,7329,0.94,0.18,1
17.9,1386,0.85,0.72,0
16.2,8403,0.84,0.62,1
10.3,9493,0.51,0.09,1
15.1,1047,0.79,0.11,1
4.7,4221,0.18,0.11,1
17.0,6653,0.57,0.72,1
15.5,857,0.98,0.14,1
17.2,5751,0.29,0.47,1
19.3,7373,0.79,0.36,1
15.8,3635,0.49,0.55,0
14.7,2393,0.04,0.71,0
9.6,1204,0.76,0.68,1
10.4,8953,0.17,0.52,0
19.9,1008,0.63,0.46,1
21.2,6639,0.09,0.4,0
12.8,4717,0.95,0.86,0
14.2,7169,0.29,0.33,1
9.5,2411,0.23,0.26,1
19.9,889,0.13,0.74,0
17.3,271,0.95,0.36,1
23.7,8089,0.71,0.85,0
9.6,1985,0.74,0.33,1
12.1,8767,0.5,0.7,0
15.2,1149,0.47,0.05,1
17.2,4229,0.11,0.39,0
12.9,1261,0.56,0.34,1
9.6,915,0.25,0.82,0
18.4,3866,0.98,0.97,0
17.6,9045,0.8,0.46,1
9.4,4761,0.41,0.82,0
20.8,8753,0.15,0.7,0
19.9,3339,0.79,0.97,0
14.7,8372,0.12,0.81,0
14.4,2904,0.19,0.08,1
16.8,8131,0.21,0.71,0
9.7,969,0.56,0.54,1
14.2,5626,0.79,0.02,1
3.2,7841,0.31,0.25,0
18.4,4794,0.08,0.92,0
6.2,9098,0.46,0.93,0
21.5,2034,0.75,0.8,0
12.3,5272,0.22,0.98,0
12.9,803,0.22,0.81,0
10.9,2623,0.95,0.01,1
12.6,2739,0.95,0.29,1
21.1,6259,0.99,0.03,1
1.6,4009,0.81,0.09,1
20.4,1264,0.19,0.22,1
15.7,719,0.21,0.5,0
8.0,8082,0.34,0.85,0
8.6,3166,0.32,0.86,0
22.4,4972,0.96,0.62,1
9.3,8738,0.79,0.93,0
8.2,2437,0.72,0.5,1
19.7,8500,0.19,0.89,0
15.7,5694,0.91,0.45,1
9.3,2560,0.83,0.28,1
15.1,6920,0.16,0.92,0
